Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG23,OUT010,529.8662
FDD53,OUT046,672.79645
NCM31,OUT027,3186.8862
FDT16,OUT017,4239.6426
FDR40,OUT035,1332.7435
DRG25,OUT017,3111.3787
FDT10,OUT035,951.16547
FDY32,OUT013,2922.0188
FDN50,OUT035,1562.6555
FDZ35,OUT019,341.86197
NCP54,OUT045,1921.6361
NCD07,OUT035,1503.752
FDS02,OUT018,3473.5469
DRN59,OUT018,474.4265
DRB24,OUT013,2325.1812
FDP37,OUT027,3250.3496
DRB01,OUT018,3237.728
FDR47,OUT046,2559.186
NCM31,OUT010,314.74854
NCF06,OUT027,5688.3623
NCV17,OUT027,3350.0852
FDS10,OUT049,2333.068
FDN52,OUT035,1440.3105
FDZ48,OUT013,2034.5519
FDJ48,OUT049,4923.779
DRB13,OUT027,3388.8223
FDV59,OUT017,4366.256
FDL32,OUT035,1740.2656
FDZ12,OUT035,2688.2927
NCR06,OUT027,507.70978
FDP51,OUT017,1823.4634
FDY22,OUT013,2252.7432
FDZ38,OUT049,3361.9275
NCO54,OUT035,951.53796
FDR23,OUT035,2859.337
FDM38,OUT049,996.0941
FDS25,OUT013,1878.9188
FDZ22,OUT013,1201.682
FDZ20,OUT019,2035.0491
FDD45,OUT010,610.6214
FDN03,OUT049,4061.4731
NCW30,OUT046,2845.4548
FDY24,OUT027,2094.8906
FDJ26,OUT019,520.0816
FDM15,OUT049,2348.2097
NCW54,OUT027,2310.2617
FDA23,OUT045,1451.8514
FDA39,OUT019,13.1382885
FDZ12,OUT017,2585.8936
NCB42,OUT046,2217.137
FDL16,OUT046,785.8939
FDO24,OUT019,509.07208
NCP42,OUT046,2587.944
FDR19,OUT018,2004.4624
DRL01,OUT045,5066.2803
FDV37,OUT046,2393.8806
FDI41,OUT010,758.865
FDF58,OUT049,928.9924
NCF43,OUT018,2246.0347
FDN02,OUT049,3687.7583
NCP41,OUT035,2046.4817
NCY17,OUT027,1247.4998
FDL58,OUT027,3834.5884
NCA30,OUT027,5900.5566
FDE46,OUT018,2031.1752
FDY38,OUT035,5101.64
NCH29,OUT027,2490.5024
FDO20,OUT045,2555.5632
FDP44,OUT018,1210.411
FDM02,OUT027,2767.722
FDJ14,OUT027,2323.9163
FDH04,OUT010,416.90543
DRK23,OUT046,5220.269
NCW05,OUT046,2406.3584
FDF12,OUT049,2365.3262
FDL51,OUT019,519.5998
FDN03,OUT018,4200.369
DRJ37,OUT049,2386.2766
FDM12,OUT019,755.73834
FDA16,OUT045,5303.487
NCB07,OUT017,2623.7686
NCI17,OUT019,198.95435
FDR51,OUT046,2305.5896
FDJ55,OUT045,4089.3381
NCZ17,OUT013,1112.9347
FDU25,OUT013,936.2905
NCG18,OUT045,1395.4329
DRM11,OUT017,3833.502
FDH16,OUT035,1362.5995
FDZ04,OUT018,784.9128
NCX53,OUT035,2890.7334
FDX38,OUT027,1462.075
FDX09,OUT046,2946.4502
NCW05,OUT018,2231.161
NCS41,OUT017,3345.8218
FDI26,OUT046,2757.9841
NCZ41,OUT027,3220.4053
NCK06,OUT046,2253.6365
FDX23,OUT027,2558.8787
NCA42,OUT046,2800.5437
FDC20,OUT049,918.0409
DRC49,OUT018,1784.8099
FDX01,OUT013,1840.52
FDC08,OUT045,3364.1545
FDC02,OUT017,5863.141
FDK10,OUT045,1110.5092
DRC24,OUT013,2581.2073
FDW16,OUT019,282.6124
NCU06,OUT018,3276.0515
DRA59,OUT045,2684.8372
FDR24,OUT019,261.9255
DRL35,OUT018,370.572
FDA49,OUT013,1080.9185
NCC55,OUT046,390.43152
DRD24,OUT019,152.9696
NCE55,OUT049,3514.7556
FDT33,OUT045,2812.8792
NCT53,OUT013,2420.0806
FDS26,OUT046,3229.4932
FDL22,OUT018,1231.8241
FDP44,OUT017,1718.0175
FDC52,OUT018,1876.4033
FDI53,OUT010,403.8909
FDZ23,OUT046,3126.411
NCT18,OUT013,3606.3608
FDR13,OUT046,1417.7397
FDB09,OUT010,114.26314
FDZ60,OUT013,1350.0073
FDB11,OUT046,3937.6687
FDC10,OUT018,1270.467
FDW56,OUT035,4067.3977
FDK14,OUT027,2042.7441
DRE27,OUT027,2300.38
FDA38,OUT017,3423.2974
FDT11,OUT045,2359.2266
FDP15,OUT035,4023.5154
FDV27,OUT035,1475.509
FDS36,OUT027,2620.4817
FDY40,OUT027,1460.3333
NCF19,OUT049,849.5416
FDF53,OUT045,2983.705
FDS14,OUT027,3135.4868
FDE56,OUT046,1107.2478
FDZ19,OUT035,3727.1697
FDZ46,OUT013,1068.8301
FDR16,OUT046,5657.8374
FDG29,OUT018,208.28795
NCE30,OUT017,3099.5662
FDZ40,OUT046,844.36926
FDG58,OUT018,2146.2065
DRH03,OUT013,1436.7616
FDZ47,OUT045,1167.445
FDV04,OUT018,2362.7495
FDZ10,OUT018,1829.7457
FDG46,OUT017,2182.2007
NCF07,OUT045,1423.3939
FDY44,OUT035,3225.0625
FDB21,OUT013,2565.3435
FDS20,OUT035,3777.3574
FDS49,OUT049,1503.4639
FDX55,OUT027,4789.1714
NCQ02,OUT018,2784.8298
FDR25,OUT013,5771.6265
DRG39,OUT045,825.7998
FDB46,OUT046,3487.9731
NCC30,OUT018,2198.998
FDE58,OUT035,1830.1815
FDC05,OUT019,423.64453
FDY15,OUT046,1944.7157
FDG14,OUT046,2355.8518
FDL08,OUT049,2931.623
FDQ47,OUT013,347.29276
FDN12,OUT035,1984.4526
FDW10,OUT013,2830.8958
FDD02,OUT035,1939.844
FDX35,OUT010,1224.9012
FDT35,OUT046,2434.511
DRN47,OUT019,243.14699
FDB11,OUT010,658.3059
FDN20,OUT045,2640.9016
FDB59,OUT035,2791.4592
FDJ58,OUT045,2977.1028
FDU60,OUT046,3352.0376
FDS03,OUT049,1600.615
FDU40,OUT019,487.29715
DRH15,OUT049,969.54193
FDD04,OUT027,3762.7568
FDQ01,OUT046,3559.496
FDF28,OUT035,2032.494
FDD22,OUT010,530.36676
FDY19,OUT046,2015.7325
FDN33,OUT035,1417.2883
FDV36,OUT035,2064.253
FDW01,OUT010,325.62128
FDJ28,OUT049,3310.8154
FDB17,OUT035,3045.5925
FDM40,OUT049,2561.8647
FDV46,OUT045,2423.7415
FDQ44,OUT049,1829.9254
NCD42,OUT046,903.7131
DRH37,OUT046,2432.9583
FDR10,OUT018,2595.6306
NCD06,OUT027,1220.5426
FDI53,OUT046,2290.537
FDG16,OUT035,5005.489
DRB25,OUT046,1628.0033
FDY09,OUT046,2662.8396
FDX48,OUT045,2284.0024
FDC03,OUT010,919.74524
FDT47,OUT035,2137.5955
FDW44,OUT027,4139.467
FDT24,OUT017,1217.3317
FDT12,OUT019,904.59314
NCS38,OUT035,2405.1953
FDO39,OUT035,3054.8152
FDA13,OUT046,633.34875
FDO48,OUT035,4387.994
DRJ01,OUT017,2253.0662
FDD53,OUT018,506.46872
NCT05,OUT049,4283.391
FDQ51,OUT045,922.4803
FDU60,OUT013,3167.7986
FDC59,OUT046,582.167
FDP36,OUT035,1210.4895
NCM19,OUT017,1827.6981
FDL16,OUT035,853.2226
FDE50,OUT018,3099.8948
NCR18,OUT013,637.9291
NCD30,OUT035,1681.9674
FDH31,OUT013,1540.5934
FDD56,OUT019,286.6646
FDC47,OUT049,4609.489
FDZ21,OUT045,1390.2352
FDM01,OUT049,1777.7987
FDF24,OUT013,1352.1628
FDW23,OUT017,826.27094
FDY52,OUT018,857.66345
DRH37,OUT027,4300.5835
DRO47,OUT027,3231.2463
FDR25,OUT049,4425.272
FDQ24,OUT027,5604.1167
DRJ51,OUT018,4901.5005
NCU06,OUT035,4847.52
NCV18,OUT018,1249.6718
NCC06,OUT027,3417.4565
FDZ01,OUT018,1502.7454
FDT14,OUT017,2079.0093
FDD11,OUT019,-5.3178144
FDN09,OUT017,5852.7495
NCO18,OUT010,577.619
FDZ50,OUT045,2984.3948
FDS44,OUT013,3383.783
FDI36,OUT045,2859.0305
FDA26,OUT010,528.93036
NCY53,OUT049,2112.7573
FDF32,OUT049,2945.3372
FDF59,OUT010,381.915
FDB20,OUT046,1261.7338
DRH11,OUT035,844.8939
FDT03,OUT049,670.1583
NCH06,OUT035,4519.232
FDR55,OUT049,3351.684
FDI10,OUT035,3168.602
FDZ12,OUT045,2477.982
FDM12,OUT049,2639.6316
DRB25,OUT045,1816.6488
NCS41,OUT013,2728.9233
NCT53,OUT049,2763.8274
NCD55,OUT013,581.5424
FDY08,OUT049,2263.009
NCP55,OUT049,886.28485
FDA33,OUT013,2399.5435
FDQ33,OUT013,2937.55
FDE45,OUT027,4091.1511
FDT26,OUT013,2210.2693
NCV53,OUT049,5540.984
FDK60,OUT027,3273.097
NCJ29,OUT046,1176.9147
FDI15,OUT045,5310.9707
FDX21,OUT013,2001.4331
FDV49,OUT019,589.1589
DRO59,OUT046,1557.639
FDZ14,OUT045,2042.9412
FDP32,OUT027,3581.946
FDC33,OUT017,2749.046
FDT14,OUT010,242.68384
NCN54,OUT027,2031.3542
FDR57,OUT027,3953.93
DRK12,OUT046,480.07935
FDX52,OUT049,3580.2893
FDX08,OUT010,308.901
FDP10,OUT010,611.047
NCP50,OUT045,1273.4396
NCL06,OUT013,3555.7498
FDP25,OUT013,4569.0464
FDE53,OUT013,1520.1754
FDL27,OUT017,1453.6495
FDC35,OUT049,2919.6484
DRJ47,OUT010,443.1859
FDD16,OUT018,1049.2599
NCN42,OUT049,2721.4153
FDC38,OUT027,3258.8213
NCO07,OUT045,4209.1816
FDQ20,OUT049,704.19135
FDI32,OUT046,1928.1378
FDN20,OUT010,363.10904
DRJ51,OUT027,7713.8237
FDU08,OUT045,1260.2772
DRN37,OUT019,307.6509
FDD05,OUT010,334.06223
FDW15,OUT046,2478.9749
FDI52,OUT046,2084.2122
DRM11,OUT049,2851.9019
NCO06,OUT045,580.109
FDU38,OUT049,2968.5938
FDU59,OUT018,2206.1475
FDJ10,OUT046,1609.8417
FDM13,OUT049,1646.4908
NCJ30,OUT019,453.1263
FDM45,OUT018,2508.0918
FDP36,OUT045,674.25616
NCD30,OUT010,321.59323
FDN48,OUT017,1660.2842
FDY32,OUT049,2715.9712
FDU47,OUT046,2392.9949
FDF17,OUT019,703.74
FDP34,OUT017,2638.7112
FDA47,OUT049,2692.0457
DRD27,OUT027,1802.0383
FDW38,OUT045,882.111
FDZ15,OUT019,320.62897
FDZ03,OUT027,5235.1333
NCN19,OUT049,3614.284
FDG02,OUT035,2761.0754
FDS31,OUT035,3824.9155
FDW43,OUT019,709.73566
FDZ47,OUT010,-23.9977
FDO57,OUT017,2662.3804
NCL07,OUT013,646.5779
NCV42,OUT013,1970.3589
FDP40,OUT017,1342.0844
FDP48,OUT019,749.98
FDH21,OUT017,2932.2505
NCP02,OUT049,1010.3596
FDK24,OUT049,681.042
FDC41,OUT045,1181.8405
FDF08,OUT017,1442.0597
FDO49,OUT017,595.18414
FDS56,OUT027,9560.77
FDX46,OUT018,845.4739
FDQ07,OUT013,3793.837
FDC32,OUT010,242.7272
FDT21,OUT019,-569.97943
FDG58,OUT045,2102.2993
FDW14,OUT049,1459.1255
DRA12,OUT027,3496.571
FDV27,OUT013,1334.5117
DRD25,OUT013,1979.9401
DRF48,OUT027,5444.501
FDX24,OUT017,1686.809
DRJ51,OUT046,5339.6855
FDE45,OUT045,2727.3025
FDE14,OUT046,1756.8165
FDG53,OUT045,1881.2125
FDT08,OUT046,2612.5625
DRC27,OUT027,5923.075
FDG20,OUT035,2452.9514
FDC21,OUT046,1659.0565
FDV31,OUT018,2273.9417
FDB58,OUT045,2059.7488
FDV23,OUT046,1993.6539
FDA25,OUT019,304.23123
FDC15,OUT046,2111.8545
FDU47,OUT049,2359.3167
FDE23,OUT013,1004.25684
FDS08,OUT013,1818.2068
FDW03,OUT027,2671.8772
FDJ60,OUT018,2513.9705
FDM34,OUT017,1959.4336
FDW33,OUT013,1755.6957
FDZ40,OUT013,867.9846
FDE33,OUT018,1163.1996
NCC06,OUT010,507.6175
FDU11,OUT046,1758.0552
FDL44,OUT017,2769.527
NCZ29,OUT017,2110.491
FDG28,OUT010,-1143.5372
FDL12,OUT018,1032.571
FDD52,OUT017,1629.5712
FDO15,OUT013,1186.0203
NCN29,OUT027,1493.3427
FDW36,OUT013,1475.647
FDB21,OUT046,3187.7957
FDZ28,OUT013,2079.324
FDY10,OUT035,1977.1008
DRG39,OUT017,775.88934
FDN28,OUT013,1670.1741
FDV15,OUT035,2627.6821
DRI13,OUT035,3500.5989
FDH20,OUT046,1486.1125
FDY51,OUT013,3196.3425
FDE16,OUT013,4129.119
FDX40,OUT018,342.83075
FDC48,OUT018,1083.9819
FDS14,OUT046,2057.0393
FDX56,OUT017,5648.086
FDI10,OUT046,2842.0015
FDI14,OUT013,2045.8419
DRM48,OUT013,635.73114
NCH07,OUT027,3704.365
FDY26,OUT013,4960.057
FDD02,OUT027,2666.6804
FDM12,OUT046,2710.9634
DRF01,OUT010,357.71634
FDV36,OUT046,2247.9114
DRI59,OUT013,4639.745
FDV03,OUT018,2096.0789
FDO39,OUT017,3362.108
NCB07,OUT018,2312.35
FDH38,OUT027,2476.0999
FDZ13,OUT035,735.9984
NCZ30,OUT046,2111.559
NCA06,OUT035,610.319
FDB04,OUT049,1201.05
FDN50,OUT013,1443.1345
NCG06,OUT049,3547.3086
NCY17,OUT018,752.92523
FDC23,OUT046,3021.1494
FDK33,OUT049,3386.533
FDR03,OUT049,3691.2583
FDZ07,OUT045,951.6646
FDO38,OUT013,1230.1139
FDS59,OUT046,2078.0696
DRM11,OUT019,34.520294
FDX52,OUT027,6525.103
DRJ35,OUT018,778.0392
NCP53,OUT046,3713.1907
FDW15,OUT019,594.69293
DRI47,OUT045,2633.6687
DRZ11,OUT035,1617.4373
FDS02,OUT013,2789.373
DRD49,OUT018,4089.374
FDW38,OUT049,889.37604
FDR21,OUT019,226.90105
FDE40,OUT013,815.5127
FDI02,OUT045,1848.712
FDQ04,OUT045,550.4336
FDY14,OUT017,3438.4958
NCT54,OUT046,1206.1555
DRD25,OUT017,2045.8065
DRE01,OUT045,4480.704
FDJ12,OUT010,140.08632
NCZ05,OUT049,1096.2245
DRB25,OUT019,325.73013
NCC31,OUT045,2441.0808
FDM16,OUT045,1321.756
DRG11,OUT049,1885.0707
FDV24,OUT027,3432.1794
FDV43,OUT046,616.96564
FDG05,OUT018,2190.1802
FDV23,OUT010,447.35495
FDI58,OUT018,1549.5983
FDQ11,OUT017,4075.306
FDC05,OUT027,6156.938
FDF40,OUT013,2698.557
FDU02,OUT018,3418.6628
FDT32,OUT013,3189.107
NCF06,OUT017,3684.72
FDT46,OUT013,1079.5397
FDR58,OUT010,249.50424
FDY04,OUT046,2447.9365
FDT58,OUT045,2402.1746
FDE46,OUT049,2020.2329
DRH11,OUT017,709.6704
DRI51,OUT046,2690.1934
FDC35,OUT017,2435.3408
FDP45,OUT035,3145.7236
FDC45,OUT017,3550.7915
FDU01,OUT045,3123.1829
FDJ53,OUT010,323.61505
FDJ46,OUT017,3059.149
FDX07,OUT013,2850.8362
NCI30,OUT049,3211.5908
FDE47,OUT027,3323.0574
FDV48,OUT045,1346.3689
FDN16,OUT019,286.3476
FDM52,OUT013,2699.7605
FDA32,OUT027,4769.963
FDH05,OUT017,2133.987
FDW25,OUT010,-4.096364
FDQ09,OUT046,1632.6808
NCM17,OUT010,315.7472
DRM59,OUT046,2299.2507
FDV47,OUT027,2187.1587
DRE15,OUT035,964.6216
FDS25,OUT010,154.4023
NCZ05,OUT018,1031.6094
NCV05,OUT019,300.43347
DRM37,OUT046,3725.5308
FDV58,OUT027,5808.3887
FDN22,OUT027,7976.179
NCO06,OUT049,489.4373
FDT56,OUT019,125.00471
FDM02,OUT013,1382.6182
FDA09,OUT046,2243.828
NCC06,OUT035,2203.7417
NCL54,OUT049,3464.4868
NCB55,OUT017,1054.883
FDB12,OUT017,1677.4728
NCA54,OUT049,3895.345
NCS38,OUT049,2091.7898
FDC02,OUT049,5302.8174
FDK44,OUT019,-8.180091
FDE16,OUT035,4776.088
NCS05,OUT035,2539.74
FDZ59,OUT045,2994.3135
FDI20,OUT017,4402.0894
FDQ14,OUT046,2403.0005
FDF53,OUT017,3126.8406
FDW25,OUT017,1655.2501
NCQ43,OUT010,512.7351
FDX52,OUT013,3609.9434
FDE28,OUT045,3923.5461
FDN15,OUT017,2305.8533
FDO28,OUT017,1429.8015
FDQ33,OUT045,2756.2056
FDM22,OUT010,349.762
FDJ03,OUT017,832.6633
FDI16,OUT045,888.6959
FDI09,OUT027,5807.278
FDX55,OUT013,3752.8433
FDS23,OUT027,3512.0679
DRC12,OUT045,3009.2327
FDH41,OUT049,4314.2407
FDN01,OUT013,2852.135
FDV55,OUT045,2133.7126
NCJ19,OUT013,886.82
NCY29,OUT010,141.81265
FDP03,OUT018,2202.7996
FDZ52,OUT045,1622.2972
FDH31,OUT010,321.5308
FDQ19,OUT018,3773.1736
FDS15,OUT035,1862.9978
FDN32,OUT017,2880.6165
FDH32,OUT049,1624.0314
FDF33,OUT017,2385.8423
FDJ22,OUT046,2889.1917
FDG56,OUT010,203.16458
FDC05,OUT046,3255.0251
FDK09,OUT013,4518.4478
NCV29,OUT045,2272.0964
NCC43,OUT019,335.80893
NCA42,OUT049,3201.3691
FDC10,OUT046,1649.7625
FDC16,OUT013,1464.7832
NCL17,OUT013,2015.7758
FDA51,OUT035,1957.7122
FDW01,OUT017,2468.8975
NCF30,OUT045,1869.1173
FDN49,OUT013,567.4242
FDY20,OUT045,1317.3524
FDC15,OUT045,2005.4534
FDY24,OUT046,733.6522
NCG43,OUT017,1578.6218
FDA48,OUT013,3407.92
NCF55,OUT017,707.36804
FDL38,OUT049,1507.9467
NCQ29,OUT018,2817.2317
FDC34,OUT017,3219.824
FDP36,OUT027,1537.3414
FDN50,OUT010,529.656
FDO23,OUT049,1636.9493
FDT56,OUT013,798.2676
FDT13,OUT027,5180.399
FDZ03,OUT013,3565.13
FDQ03,OUT010,534.5495
FDU44,OUT045,3133.9329
FDD03,OUT049,3410.7952
NCH30,OUT013,1538.061
FDS60,OUT010,408.87613
FDG08,OUT046,3392.7012
FDX38,OUT017,773.5428
FDD22,OUT017,1937.3896
FDW51,OUT013,4141.55
FDL09,OUT017,2594.35
FDZ60,OUT045,1041.5586
NCH07,OUT046,2630.4688
NCQ41,OUT049,2653.068
FDW04,OUT049,1969.3884
FDI08,OUT027,6080.0957
FDR19,OUT019,265.2841
FDV13,OUT046,1556.623
FDB52,OUT017,3609.3318
FDZ48,OUT027,2902.8318
NCO14,OUT049,912.7716
FDZ50,OUT013,3272.2375
FDN27,OUT019,-16.17505
FDQ60,OUT013,2117.5862
FDR49,OUT017,805.8384
DRJ35,OUT027,1587.3635
DRI49,OUT017,1585.6619
FDB47,OUT017,4213.8013
FDP37,OUT010,487.45844
FDR26,OUT049,2119.4314
FDY31,OUT019,327.09723
FDC11,OUT045,851.4319
DRP47,OUT035,3904.1296
NCY54,OUT018,2397.623
FDR27,OUT046,2801.9648
FDQ21,OUT019,319.22534
NCQ29,OUT035,3026.906
FDJ02,OUT046,3000.2878
FDE21,OUT018,1699.0375
FDM39,OUT046,3111.9856
FDZ01,OUT017,2190.807
NCB19,OUT018,1262.1716
FDU03,OUT046,3447.0051
FDP27,OUT049,3657.0852
DRF01,OUT045,2757.047
FDM03,OUT049,1956.0831
FDV01,OUT046,2511.2507
FDS16,OUT046,2585.221
FDO45,OUT035,1511.8844
NCX06,OUT035,3193.9749
FDP13,OUT046,793.66797
NCR38,OUT018,3963.7842
FDA01,OUT013,962.7498
FDT26,OUT017,1816.5913
FDD44,OUT027,6068.3555
FDB26,OUT013,852.9254
FDP45,OUT019,14.393918
NCP55,OUT046,780.46674
FDT23,OUT017,1350.384
FDO51,OUT045,544.28064
FDA44,OUT046,922.1419
NCJ31,OUT018,4237.334
FDX37,OUT045,1394.7839
NCD18,OUT049,4167.9185
FDN40,OUT027,3248.523
FDL33,OUT017,3028.9834
DRF48,OUT035,3169.0725
FDW08,OUT035,1544.335
FDX39,OUT018,2809.2334
FDB38,OUT049,3065.6604
FDY46,OUT018,2341.5447
NCB06,OUT049,2643.055
FDA34,OUT035,3692.482
FDA35,OUT045,2042.4165
FDQ07,OUT035,5217.315
FDU32,OUT045,1717.6462
FDU26,OUT013,1925.1249
FDU13,OUT010,426.72287
FDO09,OUT035,2791.2712
FDW03,OUT019,222.42902
FDB38,OUT013,2479.1392
FDL26,OUT010,-49.613087
NCN43,OUT045,1883.7811
FDH08,OUT045,5144.29
NCC31,OUT019,-0.6577027
FDH14,OUT035,2246.0164
FDL40,OUT017,1626.7684
FDD20,OUT035,2233.5205
NCV53,OUT035,6234.653
FDD16,OUT045,1105.5721
FDP24,OUT035,1902.1812
FDQ25,OUT045,2504.2842
FDM38,OUT035,1159.3917
NCT18,OUT010,830.2573
FDM34,OUT049,2254.3567
DRH37,OUT010,338.5458
NCE07,OUT013,1527.583
FDG12,OUT013,1711.0486
FDB59,OUT010,733.1806
FDS10,OUT018,2664.4868
FDN21,OUT010,708.36536
FDM02,OUT045,1188.5873
FDO44,OUT049,2084.7703
NCN17,OUT017,1627.5922
FDH16,OUT018,1202.6896
FDL44,OUT046,2633.4578
FDY47,OUT017,1574.0515
DRI39,OUT046,998.14417
NCX54,OUT018,1457.6959
FDE59,OUT046,604.41895
FDO46,OUT045,2733.449
DRE13,OUT046,1476.7529
FDW14,OUT013,1303.7396
FDF35,OUT046,1726.3298
FDO50,OUT019,380.18936
DRF49,OUT017,1900.2552
FDT60,OUT049,2051.0957
FDP38,OUT045,540.8204
FDA31,OUT027,5187.8237
FDY52,OUT010,334.1227
FDD03,OUT027,5600.5474
FDN52,OUT018,1163.9066
FDU20,OUT010,476.4871
FDD22,OUT035,1570.9847
NCB55,OUT019,101.238785
FDN27,OUT045,918.1581
FDD16,OUT013,1590.8542
FDW48,OUT046,1122.6154
DRN35,OUT045,595.8072
FDX25,OUT049,2940.3508
DRD49,OUT049,4016.2124
FDE21,OUT019,210.18582
FDN44,OUT035,2999.8652
DRC01,OUT049,640.88916
NCK30,OUT046,3451.838
FDU39,OUT013,828.40857
FDB49,OUT013,1663.0753
FDS12,OUT045,2133.1226
FDR57,OUT018,2468.9895
FDX22,OUT027,6623.5527
FDC60,OUT013,1849.1642
NCE42,OUT049,2585.9
NCK42,OUT049,3180.5413
DRE01,OUT017,3009.7124
FDE57,OUT018,2061.874
DRK59,OUT019,621.88257
FDB10,OUT027,6102.2285
FDQ25,OUT046,1395.2734
FDY26,OUT017,5758.682
FDG28,OUT049,2924.6729
FDM14,OUT049,1547.5385
NCH29,OUT049,1980.3853
FDD48,OUT049,1916.4409
FDC17,OUT045,3489.8237
DRH49,OUT027,1956.6759
FDN44,OUT018,2339.2078
FDC29,OUT045,1822.4075
DRK01,OUT019,282.49557
FDD48,OUT017,2018.9155
FDB59,OUT013,3133.9155
FDY45,OUT010,-194.02498
FDX60,OUT035,1223.2701
FDT09,OUT010,466.41794
DRB24,OUT018,2322.1672
FDL13,OUT035,3416.352
FDN16,OUT035,1740.2727
FDK57,OUT013,2251.5652
FDO22,OUT027,1618.7351
FDC57,OUT010,-141.34967
FDZ13,OUT027,1375.8541
FDW27,OUT013,2271.531
FDX10,OUT049,445.00943
FDY08,OUT018,2175.217
FDA49,OUT017,1401.2958
FDC32,OUT018,1184.9095
FDO04,OUT035,906.793
NCZ54,OUT013,3116.8577
FDY40,OUT045,634.63007
FDW36,OUT045,1231.0907
FDE11,OUT017,4139.528
DRE37,OUT045,3032.5164
NCK19,OUT017,4016.5925
FDT19,OUT035,3080.9988
FDE56,OUT045,968.2336
FDZ57,OUT010,130.41577
FDB35,OUT035,1477.6785
FDF09,OUT010,120.42669
FDO34,OUT046,3044.7542
FDA55,OUT046,3842.7058
NCM18,OUT035,1231.3187
FDJ20,OUT019,646.09656
DRQ35,OUT019,176.98697
FDG02,OUT013,2323.523
NCU29,OUT018,2087.93
FDL27,OUT027,1425.4948
NCA54,OUT035,3242.505
FDJ32,OUT035,980.7346
FDB21,OUT019,-189.70686
FDR46,OUT035,2689.3545
FDZ32,OUT046,1642.2051
DRF36,OUT017,3112.5542
NCU54,OUT017,2495.5925
NCI31,OUT017,616.4393
DRA59,OUT035,2843.5054
NCC55,OUT045,347.22546
FDE44,OUT018,600.2307
NCN26,OUT018,1448.8853
FDC11,OUT049,1155.9556
FDV24,OUT035,1761.4363
FDR40,OUT019,31.046423
NCQ17,OUT049,2575.3372
FDC46,OUT045,4477.496
NCM18,OUT046,1225.8835
FDK16,OUT046,1823.8248
FDI28,OUT017,1294.8055
FDS11,OUT018,2877.0483
DRD13,OUT046,1203.5138
FDL36,OUT035,1480.2683
FDI27,OUT013,604.1379
FDJ53,OUT019,161.08911
FDS44,OUT045,3333.439
FDE28,OUT046,3944.8098
FDQ33,OUT018,2499.981
FDB37,OUT017,4578.179
FDQ31,OUT045,1240.268
NCQ05,OUT046,2490.042
FDE10,OUT013,1997.2476
FDF38,OUT017,655.51263
FDE50,OUT019,890.8479
DRG37,OUT010,309.42856
NCH06,OUT049,4698.4043
FDY14,OUT045,5939.7354
FDO27,OUT017,1726.2908
FDQ19,OUT049,4088.575
FDZ26,OUT019,651.0647
FDN51,OUT013,5434.3853
FDK20,OUT035,2200.6118
FDD40,OUT018,2807.2986
DRI25,OUT018,934.4734
FDH56,OUT017,1633.7817
FDI36,OUT027,5675.69
DRH11,OUT018,650.8507
NCV18,OUT017,1898.9579
DRI01,OUT049,3366.0032
DRE48,OUT049,1970.9069
FDS51,OUT035,891.6337
FDM38,OUT017,995.90594
FDB60,OUT027,5703.9727
FDY58,OUT035,4706.9404
FDY22,OUT045,2663.87
FDF11,OUT027,5469.292
FDZ51,OUT035,1640.2843
FDQ45,OUT017,3446.688
FDF17,OUT035,4086.6873
NCF31,OUT027,3659.8562
FDA37,OUT013,1720.323
FDO51,OUT046,963.75916
FDF34,OUT013,1976.3416
FDD57,OUT018,1346.5684
FDO37,OUT046,5500.9956
FDR49,OUT049,812.7273
FDS39,OUT049,2207.507
FDI48,OUT027,1602.3425
DRM35,OUT049,3411.7744
FDV57,OUT035,2901.2273
FDZ55,OUT013,2566.9802
FDI28,OUT035,1388.0365
FDS21,OUT045,912.4758
FDT34,OUT013,1814.1125
DRI25,OUT035,1085.9812
FDT47,OUT010,-287.29153
DRH39,OUT045,886.0036
NCD54,OUT045,2184.3193
FDU16,OUT027,2182.644
NCW29,OUT045,1860.0052
FDV25,OUT027,6200.762
FDM56,OUT035,1997.9475
FDZ04,OUT027,1254.9396
FDG59,OUT019,-101.999084
FDI56,OUT045,1129.8292
FDS33,OUT035,1583.7943
FDC23,OUT049,2318.6396
FDT11,OUT049,2195.161
FDG17,OUT045,4732.1406
FDZ44,OUT045,1282.4155
FDJ52,OUT013,2110.8113
DRI23,OUT046,2616.626
DRE15,OUT010,201.51031
NCF07,OUT013,1534.1067
NCR29,OUT049,901.2661
FDE44,OUT019,127.78158
FDT23,OUT035,1817.0792
NCG06,OUT017,3567.6492
NCU41,OUT010,708.2314
FDH46,OUT017,1616.0695
FDV31,OUT013,2642.8418
NCT41,OUT027,3973.8857
FDE22,OUT027,3423.5857
FDC26,OUT045,1742.1058
DRF51,OUT017,752.9231
NCY53,OUT019,327.08505
FDY21,OUT017,3869.8335
FDL27,OUT013,932.22864
FDZ34,OUT049,3631.5432
NCF43,OUT010,237.8409
FDC21,OUT035,1580.093
FDL26,OUT013,2039.6068
FDT25,OUT010,255.42027
NCR30,OUT046,1289.7855
DRL23,OUT019,239.09885
NCR05,OUT049,2704.2737
NCE19,OUT018,748.1571
FDY07,OUT035,546.5548
FDB10,OUT017,4762.467
FDP57,OUT013,1556.62
